QueryID,Tables,duckdb_Estimate,duckdb_InferenceTime
12,IT1 IT2 MC MI MI_IDX T,7000041,9.281158447265625
12,CT IT1 MC MI MI_IDX T,6938094,5.161762237548828
12,CN IT1 MC MI MI_IDX T,7153305,5.523443222045898
12,CT IT2 MC MI MI_IDX T,6938094,5.0640106201171875
12,CN IT2 MC MI MI_IDX T,7153305,6.225347518920898
12,CN CT MC MI MI_IDX T,7090001,7.142782211303711
12,CN CT IT1 MC MI T,13985082,5.460977554321289
12,CN CT IT2 MC MI_IDX T,1615288,4.777669906616211
12,CT IT1 IT2 MC MI MI_IDX,7469961,11.274099349975586
12,CN IT1 IT2 MC MI MI_IDX,7701669,4.680871963500977
12,CN CT IT1 MC MI MI_IDX,7633513,4.699945449829102
12,CN CT IT2 MC MI MI_IDX,7633513,5.0506591796875
12,CT IT1 IT2 MC MI MI_IDX T,7000041,8.413553237915039
12,CN IT1 IT2 MC MI MI_IDX T,7217174,8.721590042114258
12,CN CT IT1 MC MI MI_IDX T,7153305,8.12387466430664
12,CN CT IT2 MC MI MI_IDX T,7153305,9.255170822143555
12,CN CT IT1 IT2 MC MI MI_IDX,7701669,12.511014938354492
12,CN CT IT1 IT2 MC MI MI_IDX T,7217174,11.450052261352539
13,MI T,13902436,1.951456069946289
13,IT2 MI,14968181,1.4808177947998047
13,MC MI,14346824,1.7282962799072266
13,MI MIIDX,7588402,1.6486644744873047
13,KT T,2528312,1.7268657684326172
13,MC T,2724454,2.0592212677001953
13,MIIDX T,1441033,1.8296241760253906
13,CN MC,2690060,1.6257762908935547
13,CT MC,2609129,1.3835430145263672
13,MC MIIDX,4834794,1.585245132446289
13,IT MIIDX,1392356,2.6831626892089844
13,IT2 MI T,14026565,2.916097640991211
13,KT MI T,13902436,4.782915115356445
13,MC MI T,13444296,4.284143447875977
13,MI MIIDX T,7111031,6.118297576904297
13,IT2 MC MI,14474921,4.460811614990234
13,IT2 MI MIIDX,7656155,4.764795303344727
13,CN MC MI,14791844,3.9327144622802734
13,CT MC MI,14346824,2.050161361694336
13,MC MI MIIDX,7338334,1.9917488098144531
13,IT MI MIIDX,7656155,3.1805038452148438
13,KT MC T,2724454,3.0815601348876953
13,KT MIIDX T,1441033,5.591154098510742
13,CN MC T,2808963,5.337238311767578
13,CT MC T,2724454,3.345966339111328
13,MC MIIDX T,1552826,6.396293640136719
13,IT MIIDX T,1453900,4.158496856689453
13,CN CT MC,2690060,2.7959346771240234
13,CN MC MIIDX,4984763,2.6557445526123047
13,CT MC MIIDX,4834794,2.228975296020508
13,IT MC MIIDX,4877962,3.651142120361328
13,IT2 KT MI T,14026565,7.144451141357422
13,IT2 MC MI T,13564334,3.759622573852539
13,IT2 MI MIIDX T,7174523,3.953218460083008
13,KT MC MI T,13444296,7.647037506103516
13,KT MI MIIDX T,7111031,5.396127700805664
13,CN MC MI T,13861321,8.796453475952148
13,CT MC MI T,13444296,4.22215461730957
13,MC MI MIIDX T,6876695,7.98487663269043
13,IT MI MIIDX T,7174523,3.536224365234375
13,CN IT2 MC MI,14923914,3.139972686767578
13,CT IT2 MC MI,14474921,3.0274391174316406
13,IT2 MC MI MIIDX,7403855,3.3462047576904297
13,IT IT2 MI MIIDX,7724514,6.306886672973633
13,CN CT MC MI,14791844,3.1270980834960938
13,CN MC MI MIIDX,7565960,6.418943405151367
13,CT MC MI MIIDX,7338334,4.176139831542969
13,IT MC MI MIIDX,7403855,6.89387321472168
13,CN KT MC T,2808963,5.492925643920898
13,CT KT MC T,2724454,7.190227508544922
13,KT MC MIIDX T,1552826,5.278587341308594
13,IT KT MIIDX T,1453900,7.378101348876953
13,CN CT MC T,2808963,5.028486251831055
13,CN MC MIIDX T,1600993,8.90493392944336
13,CT MC MIIDX T,1552826,5.007743835449219
13,IT MC MIIDX T,1566691,8.357048034667969
13,CN CT MC MIIDX,4984763,4.342794418334961
13,CN IT MC MIIDX,5029270,6.777286529541016
13,CT IT MC MIIDX,4877962,4.283666610717773
13,IT2 KT MC MI T,13564334,9.277105331420898
13,IT2 KT MI MIIDX T,7174523,6.256341934204102
13,CN IT2 MC MI T,13985082,9.45901870727539
13,CT IT2 MC MI T,13564334,9.920597076416016
